,word1,word2,tag,BTag,label
6192,nArAyaNa,anwEH,Bs6,B,B
6193,sa,piXAnaM,BvS,B,B
6194,Xarma,uwwaraM,Bs6,B,B
6195,saha,vawsAH,BvS,B,B
6196,eka,miwra,K1,K,T
6197,sa,safkarRaNaH,BvS,B,B
6198,praXAna,manwrI,K1,K,T
6199,GaniRTa,miwram,K1,K,T
6200,caliwa,mAnasaH,Bs6,B,B
6201,pAwu,kAmA,Bv,B,B
6202,sWira,Asane,K1,K,T
6203,arXa,mUrcCiwA,K1,K,T
6204,prasanna,AnanA,Bs6,B,B
6205,mohana,afga,Bs6,B,B
6206,jAwa,vexasam,Bs6,B,B
6207,BU,xevyAH,T6,T,T
6208,xraRtu,kAmA,Bv,B,B
6209,prahqRta,manAH,Bs6,B,B
6210,miSra,mahASayaH,K2,K,T
6211,evaM,rUpaH,Bs6,B,B
6212,BIman,parAkramam,BsU,B,B
6213,yawa,vrawAH,Bs3,B,B
6214,pra,BAvena,Tp,T,T
6215,vi,nirxagXaH,Tp,T,T
6216,xaRta,oRTaH,Bs3,B,B
6217,kOmAra,hara,Bs6,B,B
6218,rAga,gAyanam,T6,T,T
6219,su,xevaH,K1,K,T
6220,rAjan,qrRiH,K1,K,T
6221,viSAla,akRi,Bs6,B,B
6222,niH,AramBAH,Bs6,B,B
6223,kroXa,SIla,Bs6,B,B
6224,niR,kaNtakaM,Bvp,B,B
6225,viRa,BojanaH,Bs6,B,B
6226,Bqwya,xURaNIyAH,T3,T,T
6227,rAjan,kumArANAm,T6,T,T
6228,supriyA,nAmikAyAm,Bs6,B,B
6229,anu,jFAwaH,Tp,T,T
6230,saM,pannAH,Tp,T,T
6231,go,rasAH,T6,T,T
6232,vyApAra,ArjiwaM,T3,T,T
6233,loka,sAkRike,T6,T,T
6234,sa,Kafgam,BvS,B,B
6235,yava,sanniBAm,T6,T,T
6236,kqRNa,rAjasa,K1,K,T
6237,joSI,mahoxayaH,K7,K,T
6238,vrawa,caryA,T6,T,T
6239,canxra,kalA,T6,T,T
6240,manaH,RaRTAni,Bs6,B,B
6241,yogya,krameNa,K1,K,T
6242,su,ganXiH,Bs6,B,B
6243,gudAkA,ISa,T6,T,T
6244,mqxu,koRTasya,Bs6,B,B
6245,vrawa,caryAH,T7,T,T
6246,pari,gaNiwaH,Tp,T,T
6247,miwa,vikramANAm,Bs6,B,B
6248,kArpaNya,avawAra,T6,T,T
6249,prANa,priyaH,T6,T,T
6250,bahula,AyAsaM,Bs7,B,B
6251,manwra,sahAyaH,T7,T,T
6252,na,SuBAw,Tn,T,T
6253,parvawa,mAlAyA,T6,T,T
6254,su,ganXinA,Bs6,B,B
6255,na,nAWa,Bsmn,B,B
6256,pari,vqwaH,Tp,T,T
6257,xur,vAcAM,Tp,T,T
6258,sa,aparAXawaH,BvS,B,B
6259,waw,pralApam,T6,T,T
6260,sarva,qwukEH,Bs6,B,B
6261,pApa,karmaNAm,Bs6,B,B
6262,prasAxa,AKyAH,Bs6,B,B
6263,a,paSyanwyaH,Tn,T,T
6264,ucca,SreNyAm,K1,K,T
6265,xur,vqwwAn,Bs6,B,B
6266,kuru,uxvaha,T6,T,T
6267,eka,sapwAham,K1,K,T
6268,a,jFAnaM,Tn,T,T
6269,sa,virecanam,BvS,B,B
6270,nirXana,CawrANAm,K1,K,T
6271,guNa,pravqxXA,T3,T,T
6272,waxIya,xUwawvena,K1,K,T
6273,suKa,pUrvakam,Bs7,B,B
6274,nir,XaneByaH,Bvp,B,B
6275,ahaH,muKe,A1,A,A
6276,kqwa,vicArO,Bs3,B,B
6277,xIpwa,wejAH,Bs6,B,B
6278,vAnara,vAhinI,T6,T,T
6279,pari,hArAya,Tp,T,T
6280,yajFa,SIlAH,Bs6,B,B
6281,cinwA,magna,T7,T,T
6282,xeva,kanye,K1,K,T
6283,BU,lokaH,T7,T,T
6284,prawi,sapwAham,A1,A,A
6285,vIwa,rAgawvam,Bs5,B,B
6286,na,samBava,Tn,T,T
6287,miWyA,vqwwaH,Bs6,B,B
6288,avaruxXa,kaNTa,K1,K,T
6289,jAwa,pakRA,Bs6,B,B
6290,nyAya,vqwweRu,Bs6,B,B
6291,niruxXa,prasavaH,Bs6,B,B
6292,palAyana,parAyaNaH,Bs6,B,B
6293,wri,yojanaM,Tds,T,T
6294,sa,pAmAM,BvS,B,B
6295,wulya,veRA,Bs6,B,B
6296,pUrva,xarSanam,T7,T,T
6297,wAmra,locanam,Bs6,B,B
6298,RaNnavawi,aXikAni,Bs6,B,B
6299,awi,purANI,Tp,T,T
6300,nir,AmiRaH,Bs6,B,B
6301,asurAmbikA,nAmikAyAH,Bs6,B,B
6302,sarva,xarSinaH,Bs6,B,B
6303,na,sahanIyena,Tn,T,T
6304,SuRka,pawrANAm,K1,K,T
6305,vi,AKyAwAH,Tp,T,T
6306,uwwara,kAryam,T7,T,T
6307,xuHKa,saMjFakam,Bs6,B,B
6308,moha,saMyukwam,T3,T,T
6309,praXAna,AcAryaH,K1,K,T
6310,caNdavAwa,anuvixXEH,T3,T,T
6311,sam,uxIrNaM,BvS,B,B
6312,awikrAnwa,maryAxam,Bs3,B,B
6313,samputikA,haswO,Bv,B,B
6314,nAnxi,anwe,T6,T,T
6315,sam,ekRiNaH,Bs6,B,B
6316,mahaw,nAxam,Bs6,B,B
6317,xaNda,yogAw,T6,T,T
6318,mUrwa,rUpe,K1,K,T
6319,su,wapasvI,K1,K,T
6320,an,anwyam,Bsmn,B,B
6321,sUrya,akRam,Bs6,B,B
6322,kalaha,priyaH,Bs6,B,B
6323,eka,nayanaH,Bvsp,B,B
6324,mahaw,ISvaraH,K1,K,T
6325,paryApwa,vacanaH,Bs6,B,B
6326,sarva,xehaH,Bs6,B,B
6327,na,Xruvam,Tn,T,T
6328,nir,xaNdaH,Bs6,B,B
6329,prawi,AgawO,Tp,T,T
6330,sama,XurO,Bs6,B,B
6331,Bagna,grIvam,Bs6,B,B
6332,na,prApnuvan,Tn,T,T
6333,pari,vawsaram,Tp,T,T
6334,axBuwa,xarSanam,Bs6,B,B
6335,sa,apawyaM,BvS,B,B
6336,arxXa,rAjyam,T1,T,T
6337,yaWA,kAmam,A1,A,A
6338,xur,maweH,Bs6,B,B
6339,eka,pITam,Km,K,T
6340,yaWA,viBavena,A1,A,A
6341,apa,sArayanwIm,Tp,T,T
6342,snigXa,AsrAvA,Bs6,B,B
6343,vaXa,banXAw,Ds,D,D
6344,Cinna,Binna,Ds,D,D
6345,mahA,kAyaH,Bs6,B,B
6346,rAya,mahASayena,K2,K,T
6347,arWa,viparyaye,T6,T,T
6348,xur,mawiH,Bs6,B,B
6349,pracCanna,rUpaH,Bs6,B,B
6350,Svewa,SAtikAm,K1,K,T
6351,rAjajI,nAmAnam,Bs6,B,B
6352,ASu,parAkramaH,Bs6,B,B
6353,samagra,nASam,K1,K,T
6354,na,pare,Tn,T,T
6355,sahakAra,warum,K1,K,T
6356,na,manxam,Tn,T,T
6357,haviH,yajFAH,Bs6,B,B
6358,Xqwa,xaNdasya,Bs3,B,B
6359,sa,AkRepam,BvS,B,B
6360,Xarma,arWAw,Ds,D,D
6361,sama,kriyaH,Bs6,B,B
6362,sarva,aXamA,T5,T,T
6363,SUra,bAhuRu,Bs6,B,B
6364,na,paNdiwa,Tn,T,T
6365,upahawa,vAsA,Bs6,B,B
6366,jAwa,pakRAn,Bs6,B,B
6367,svAXyAya,SIlAH,Bs7,B,B
6368,rAwrin,xivam,Ds,D,D
6369,nir,sampAwAH,Bsp,B,B
6370,naraka,gAminI,T7,T,T
6371,BUri,xakRiNEH,A1,A,A
6372,wanu,keSAH,Bs6,B,B
6373,kevala,AcariwawvAw,Bs3,B,B
6374,unmawwa,rUpaH,Bs6,B,B
6375,kARTa,BUwam,T2,T,T
6376,visarpa,upahawAH,T3,T,T
6377,saFjAwa,karuNa,Bs6,B,B
6378,eka,SvAsena,K1,K,T
6379,saMs,kqwam,K1,K,T
6380,rawna,vyavasAyI,T6,T,T
6381,arWa,parA,Bs6,B,B
6382,SaSi,vaxanA,Bsu,B,B
6383,xEva,paraH,Bs5,B,B
6384,SAlA,vqkAH,T6,T,T
6385,sparXA,sWAnam,T6,T,T
6386,kqwa,Aspaxam,Bs3,B,B
6387,kqwa,buxXiM,Bs6,B,B
6388,vilakRaNa,lakRaNaH,Bs6,B,B
6389,prakqRta,aFjalayaH,Bs6,B,B
6390,kRAma,vakwram,Bs6,B,B
6391,rAkRasa,aXamaH,K2,K,T
6392,saMkalpa,sixZXiBiH,Bs6,B,B
6393,anu,kRaNaM,A1,A,A
6394,vAsuxeva,AxIn,Bs6,B,B
6395,cawuH,paxAM,Bs6,B,B
6396,vyApAra,AxiBiH,Bs6,B,B
6397,su,xqRtam,Tp,T,T
6398,pUrva,krama,K1,K,T
6399,sahasra,Sirase,Bs6,B,B
6400,pracaNda,SAsanAw,K7,K,T
6401,prApwa,praSaMsaH,Bs3,B,B
6402,viBraRta,manoraWAnAm,Bs6,B,B
6403,krOFca,pakRiNO,K7,K,T
6404,parixqRta,karmANaH,Bs3,B,B
6405,kqSa,awiWiH,Bs6,B,B
6406,uxAra,XIH,Bs6,B,B
6407,kolAhala,upaSama,T6,T,T
6408,viBava,anuvaSA,T7,T,T
6409,na,jFAnAm,Bsmn,B,B
6410,BAviwa,AwmanaH,Bs6,B,B
6411,SIwa,aMSuH,Bs6,B,B
6412,sawya,parAkramam,Bs6,B,B
6413,nir,guNawvAw,Bs5,B,B
6414,nir,ASIH,Bs5,B,B
6415,praRtu,kAmaH,Bv,B,B
6416,ava,sWiwA,Tp,T,T
6417,BIma,parAkramam,Bs6,B,B
6418,a,lABe,Tn,T,T
6419,sa,maXuraM,BvS,B,B
6420,upaspqRta,uxakaM,Bs3,B,B
6421,Soka,sammUDA,T3,T,T
6422,kqwa,sAhasAm,Bs6,B,B
6423,aBi,muKO,Bs6,B,B
6424,naRta,SrIH,Bs6,B,B
6425,avasWA,saxqSam,T3,T,T
6426,anwa,suKaH,Bs6,B,B
6427,su,saMvqxXaM,A1,A,A
6428,kanxarpakeli,nAmnaH,Bs6,B,B
6429,avacUrNana,arWam,T4,T,T
6430,vi,XqwAH,Tp,T,T
6431,maXu,rasaM,BvU,B,B
6432,vamana,AxIni,Bs6,B,B
6433,jala,AhAraH,Bs6,B,B
6434,sa,bAnXavaH,BvS,B,B
6435,AScarya,viRayA,T6,T,T
6436,su,xUraM,Tp,T,T
6437,uw,kramya,Tg,T,T
6438,ekA,arNavaM,Bs6,B,B
6439,mAruwi,AxyAH,Bs6,B,B
6440,viRNu,AxiByaH,Bs6,B,B
6441,hIna,koSaM,Bs6,B,B
6442,nara,iSvaram,T6,T,T
6443,saxA,niwyaH,K1,K,T
6444,Xuwa,pApmA,Bs3,B,B
6445,woramu,pArSvam,T6,T,T
6446,maNdala,wraye,T6,T,T
6447,xIna,mAnasaH,Bs6,B,B
6448,a,cCixraH,Tn,T,T
6449,nir,xvaMxvaH,Bs5,B,B
6450,miSra,mahASayasya,K2,K,T
6451,yaWA,uciwena,A1,A,A
6452,prawi,roXa,Tp,T,T
6453,vakwu,kAmaH,Bv,B,B
6454,xur,balam,Bs6,B,B
6455,paFcan,ReRu,Bss,B,B
6456,sa,PANiwam,BvS,B,B
6457,swowra,Awmane,K1,K,T
6458,kqwa,prawijFam,Bs3,B,B
6459,kRINa,kAmam,Bs6,B,B
6460,vqwwa,arWAH,Bs6,B,B
6461,svexa,yogyAH,T4,T,T
6462,nIla,kaNTaH,Bs6,B,B
6463,prajFA,cakRuH,Bs6,B,B
6464,viXi,yojiwam,T3,T,T
6465,sura,afganAm,T6,T,T
6466,rAwri,xivam,Ds,D,D
6467,swabXa,paxA,Bs6,B,B
6468,vAkya,praXarRiwAH,T3,T,T
6469,viSvAmiwra,AxiBiH,Bs6,B,B
6470,prAxeSa,mAwre,Bs6,B,B
6471,sa,rogawA,BvS,B,B
6472,mahaw,Saya!,Bs6,B,B
6473,Cinna,nAsikA,Bs6,B,B
6474,priya,cikIrRavaH,T2,T,T
6475,hiwa,ahiwAn,DiV,D,D
6476,su,prasannAH,K1,K,T
6477,upa,IkRiwavyaH,Tp,T,T
6478,sa,sugrIvam,BvS,B,B
6479,kqwa,kqwyasya,Bs6,B,B
6480,qNa,BAra,T6,T,T
6481,gArgya,gAlavam,Ds,D,D
6482,sa,raWam,BvS,B,B
6483,priya,pANdava,Bs6,B,B
6484,pra,SaMsiwaH,Tp,T,T
6485,maXyama,upawasWe,K1,K,T
6486,sa,xoRAH,BvS,B,B
6487,loka,piwAmaha,T6,T,T
6488,aMSa,vyavasWayA,T3,T,T
6489,xur,AcAre,Tp,T,T
6490,saha,kiMSukEH,Bvs,B,B
6491,mqxu,xaNdaH,Bs6,B,B
6492,rakwa,mAMsena,Ds,D,D
6493,na,avApya,Tn,T,T
6494,xravya,wyAge,T6,T,T
6495,aXyAya,aRtakam,K2,K,T
6496,roga,AxayaH,Bs6,B,B
6497,na,safKyeyam,Tn,T,T
6498,a,ninxiwaH,Tn,T,T
6499,Svaw,qwO,K1,K,T
6500,SuBa,aSuBam,Ds,D,D
6501,roga,pIdiwAw,T3,T,T
6502,awi,wvarayA,K1,K,T
6503,A,lakRya,Tg,T,T
6504,xivya,ganXarvAH,K1,K,T
6505,Awwa,guNAH,Bs6,B,B
6506,mahA,rujam,Bs7,B,B
6507,awi,samayaM,A1,A,A
6508,janayiwu,kAmaH,Bs6,B,B
6509,Asakwa,manAH,Bs6,B,B
6510,svargIya,suKEH,K1,K,T
6511,rAja,nIwim,T6,T,T
6512,sa,svexaH,BvS,B,B
6513,capala,bAlA,K1,K,T
6514,ava,mAniwaH,Tp,T,T
6515,uw,mugXA,Tp,T,T
6516,ruci,puruRa,Km,K,T
6517,sa,prapunAdabIjaM,BvS,B,B
6518,su,xUre,Tp,T,T
6519,xaSa,lakRam,Bs5,B,B
6520,AkASa,Awma,Bs6,B,B
6521,wapa,anviwam,T3,T,T
6522,mUla,hewavaH,K1,K,T
6523,Sawa,sahasrANi,Tds,T,T
6524,kamalA,Alaye,Bs6,B,B
6525,kqSa,BqwyaH,Bs6,B,B
6526,kalpanA,AxO,Bs6,B,B
6527,avinASa,nAmaXeyaH,Bs6,B,B
6528,a,vixyamAnaHmiwraM,Bsmn,B,B
6529,sva,newrAByAm,T6,T,T
6530,meGa,svanAH,BvU,B,B
6531,pravqxXa,amarRaH,Bs6,B,B
6532,kAma,AwmanaH,Bs6,B,B
6533,yaw,mqwyo,T6,T,T
6534,viviXa,ORaXAH,K1,K,T
6535,laGu,ASI,Bs6,B,B
6536,avyakwa,jAH,T7,T,T
6537,sAgara,paryanwAm,Bs6,B,B
6538,uFCa,vqwweH,Bs6,B,B
6539,viRaya,pravAlAH,K6,K,T
6540,manxa,BAgye,K1,K,T
6541,na,arWAH,Bsmn,B,B
6542,mahA,lifgaH,Bs6,B,B
6543,sa,wElam,BvS,B,B
6544,yaWA,waWyam,A1,A,A
6545,xuryoXana,AxiBiH,Bs6,B,B
6546,raWAfga,pANim,Bv,B,B
6547,nava,AgawaH,K1,K,T
6548,inxra,AxIn,Bs6,B,B
6549,maxana,viRtaH,T3,T,T
6550,AXAra,BUwam,T3,T,T
6551,AsvAxa,viXuraM,T3,T,T
6552,vraNa,parIkRAyE,T6,T,T
6553,na,jAnanwaH,Tn,T,T
6554,na,SraxXayA,Bsmn,B,B
6555,su,palAyanam,K1,K,T
6556,vi,namra,Tp,T,T
6557,paFca,ucCriwam,Bs6,B,B
6558,sva,AvAsam,T6,T,T
6559,Bagavaw,BakwaH,T7,T,T
6560,praBava,niXAnam,Bs6,B,B
6561,kulyA,nirmANam,T6,T,T
6562,maha,Awmane,K1,K,T
6563,wyakwa,jIviwAH,Bs6,B,B
6564,prawi,vAwam,A1,A,A
6565,Soka,saMvignA,T7,T,T
6566,sa,vasiRTAH,BvS,B,B
6567,Gora,rUpEH,Bs6,B,B
6568,SAnwa,mawiBiH,Bs6,B,B
6569,BUwa,sAkRikaH,T6,T,T
6570,bAhu,maXyAni,Bs6,B,B
6571,vi,ciwraH,Tp,T,T
6572,amqwa,upamam,Bs6,B,B
6573,kumBakarNa,purassarAH,Bs6,B,B
6574,rAjya,viBraRtam,T5,T,T
6575,wri,sUwreNa,Km,K,T
6576,kRawa,vikRawaH,T3,T,T
6577,jvara,AkrAnwaH,T3,T,T
6578,eka,rAwrikAH,Bvsp,B,B
6579,avagAhana,nivarwiwena,T5,T,T
6580,paya,arWiBiH,Bs6,B,B
6581,hIna,BAgyaH,Bs6,B,B
6582,yaWA,balam,A1,A,A
6583,xuKa,Arwa,T3,T,T
6584,mAwrA,sparSAH,T6,T,T
6585,kaWA,SIlO,Bs6,B,B
6586,prawiGAwa,SawEH,Bss,B,B
6587,wri,Sirasam,Bs6,B,B
6588,xagXa,muKInAm,Bs6,B,B
6589,waw,viRaya,T6,T,T
6590,BiRak,xqRtaH,T3,T,T
6591,pUrva,aByAseRu,K1,K,T
6592,Suci,smiwe,Bs6,B,B
6593,vyavasAya,awmikA,Bs6,B,B
6594,a,jaraH,Bsmn,B,B
6595,A,janmana,Tp,T,T
6596,nir,avagrahaH,Bvp,B,B
6597,Bqgu,AxyAH,Bs6,B,B
6598,kAma,AwmanA,Bs6,B,B
6599,kqwa,Awmasu,Bs6,B,B
6600,a,qNam,Bsmn,B,B
6601,na,nAWam,Tn,T,T
6602,mqwa,SarIram,K1,K,T
6603,SAswra,AxIni,Bs6,B,B
6604,kAnwi,vihInam,T3,T,T
6605,viXi,liKiwam,T3,T,T
6606,kroXa,agniH,Km,K,T
6607,sam,aBavaw,Tp,T,T
6608,maMgala,vyavasWAm,K1,K,T
6609,kqwa,pravAsaH,Bs3,B,B
6610,nir,malyam,Bvp,B,B
6611,nERkamrya,sixXiM,Bs6,B,B
6612,nir,ASriwO,Bvp,B,B
6613,su,saMyoga,Tp,T,T
6614,xAna,prawigrahe,Ds,D,D
6615,Sawa,sahasraM,Bss,B,B
6616,sa,wikwO,BvS,B,B
6617,koSa,mUlAH,Bs6,B,B
6618,yojanA,pUrvakam,Bs6,B,B
6619,ofkAra,AxyAH,Bs6,B,B
6620,kARTa,maFjURA,T6,T,T
6621,Saswra,kRaweRu,T3,T,T
6622,Binna,aBiRekaH,Bs6,B,B
6623,niR,kriyaH,Bs6,B,B
6624,kARAya,vAsasaH,Bs6,B,B
6625,prasanna,vaxanaH,Bs6,B,B
6626,rAjan,wejaH,T6,T,T
6627,ahnika,Axim,Bs6,B,B
6628,mahaw,ojasaH,Bs6,B,B
6629,gawa,saMjFa,Bs6,B,B
6630,xeva,kanyAm,T6,T,T
6631,vilAsa,ceRtABiH,T6,T,T
6632,sa,saf?kocaM,BvS,B,B
6633,saM,BUwaH,Tp,T,T
6634,yoga,saMsixXaH,T3,T,T
6635,sarva,ISvaraH,T6,T,T
6636,axBuwa,xarSanAH,Bs6,B,B
6637,mahaw,brAhmaNaH,K1,K,T
6638,sarva,XanvinAm,K1,K,T
6639,mahA,BAgEH,Bs6,B,B
6640,gaNa,muKyAH,T6,T,T
6641,iwyAxi,vacoBi,T3,T,T
6642,kleSa,bahule,Bs6,B,B
6643,Xana,kAraNAw,T6,T,T
6644,svIkqwi,arWam,T4,T,T
6645,hawa,svaswiH,Bs6,B,B
6646,sarva,nirmmAlyam,K1,K,T
6647,parama,iSvAsaH,Bs6,B,B
6648,snAna,SIlaH,Bs6,B,B
6649,maxya,varjAn,Bs6,B,B
6650,paNdiwa,balarAmasya,K1,K,T
6651,aSIwi,muxrAwmakam,BvS,B,B
6652,ucca,aXikAriNAm,K1,K,T
6653,nqpa,SAsanam,T6,T,T
6654,Awma,mUlaM,Bs6,B,B
6655,mahA,wejA,Bs6,B,B
6656,vi,sqwAH,Tp,T,T
6657,BEkRya,vqwwim,Bs6,B,B
6658,SuRka,marusWale,K1,K,T
6659,ekAxaSan,AwmA,Bs6,B,B
6660,pApa,yoniwaH,K1,K,T
6661,guNa,aguNO,DiV,D,D
6662,jFAna,inXiwaM,Bs6,B,B
6663,Xana,aXipaH,T6,T,T
6664,saMprakIrNa,inxriyaH,Bs6,B,B
6665,nihiwa,bANaH,Bs3,B,B
6666,ceRtA,AwmanaH,Bs6,B,B
6667,sa,SoNiwam,Bv,B,B
6668,siMha,anwareNa,Tm,T,T
6669,vAswu,lakRmIm,Ds,D,D
6670,SarIra,sAmarWyam,T6,T,T
6671,sAra,asAraM,DiV,D,D
6672,sam,graswA,Tp,T,T
6673,naSvara,SarIrasya,K1,K,T
6674,AhAra,rasAw,T6,T,T
6675,pra,SriwaM,Tp,T,T
6676,liyU,mahoxayasya,K6,K,T
6677,sapwan,qRayaH,K1,K,T
6678,su,rakRiwaM,K1,K,T
6679,saw,AcAriNaH,Bs6,B,B
6680,garBa,gqhe,T1,T,T
6681,mecaka,praBAH,K4,K,T
6682,xvi,guNa,T3,T,T
6683,waw,baMXanAw,T6,T,T
6684,kqRNa,varNaH,Bs6,B,B
6685,sa,OwsukyAm,BvS,B,B
6686,mUwra,purIRaM,Ds,D,D
6687,maxira,unmawwAH,T3,T,T
6688,xvi,jAwiRu,Bs6,B,B
6689,xur,xEvawaH,Bvp,B,B
6690,bahu,uxaraM,Bs6,B,B
6691,kaMsa,rAjaH,K1,K,T
6692,xarSayiwu,kAmO,Bs6,B,B
6693,maha,AwmanaH,K1,K,T
6694,BUri,Bojanam,K1,K,T
6695,Xarma,aXarmeNa,DiV,D,D
6696,xuR,karma,K1,K,T
6697,wriRaRtiviXa,vikalpaH,K6,K,T
6698,rUpa,yOvanam,Ds,D,D
6699,SApa,AxiRu,Bs6,B,B
6700,na,Uhyam,Tn,T,T
6701,cakiwa,gawiH,Bs6,B,B
6702,guNa,ASrayAH,Bs6,B,B
6703,sama,saMhananaH,Bs6,B,B
6704,sura,uwwamam,T7,T,T
6705,agni,xevaH,K6,K,T
6706,jiwa,xEvawaH,Bs3,B,B
6707,sAnwva,pUrvam,Bs7,B,B
6708,sa,xveRaH,BvS,B,B
6709,para,prayukwaM,T3,T,T
6710,upa,ASriwAH,Tp,T,T
6711,viRvak,moha,K1,K,T
6712,jIvaw,vawsAM,Bs6,B,B
6713,sahasra,kavacasya,Bs6,B,B
6714,XyAna,mArgaM,K1,K,T
6715,bANa,prayogam,T6,T,T
6716,ni,hawya,Tg,T,T
6717,SaMpena,AKyA,Bs6,B,B
6718,kAla,coxiwaH,T3,T,T
6719,Bavaw,arWam,T4,T,T
6720,xqDa,BakwiM,Bs6,B,B
6721,kAka,AxayaH,Bs6,B,B
6722,sWira,maryAxAH,Bs6,B,B
6723,jAwi,anwEH,Bs6,B,B
6724,pUrNa,woyA,Bs7,B,B
6725,awi,viRAn,Bs7,B,B
6726,anna,Axyam,Bs6,B,B
6727,ku,xeSaM,K1,K,T
6728,sa,vimarSam,BvS,B,B
6729,vyawIwa,prAyam,K1,K,T
6730,na,sahayAnAm,Tn,T,T
6731,jFAwa,wawwvA,Bs6,B,B
6732,paMka,lipwam,T7,T,T
6733,eka,paWaM,K1,K,T
6734,niyawa,AwmaBiH,Bs6,B,B
6735,BikRu,rUpeNa,Bs6,B,B
6736,kaRta,wapasaM,Bs6,B,B
6737,hiwa,buxXayaH,Bs6,B,B
6738,nir,BogaH,Bs6,B,B
6739,agni,jyowiH,T6,T,T
6740,nikqwi,jIvanaH,Bs6,B,B
6741,saM,nipAwaH,Tp,T,T
6742,mArga,guNAH,T6,T,T
6743,bidAla,kubjAH,BsU,B,B
6744,SAnwa,buxZXiH,Bs6,B,B
6745,sa,wAdanaM,BvS,B,B
6746,pari,gqhya,Tg,T,T
6747,sa,bAnXavam,BvS,B,B
6748,awi,kqSaM,Tp,T,T
6749,xravya,yajFAH,Bs6,B,B
6750,ciwra,varNena,T3,T,T
6751,grAsa,AcCAxanam,Ds,D,D
6752,rahasya,BANdam,T6,T,T
6753,prawi,akRaram,A1,A,A
6754,baka,pawiH,T6,T,T
6755,xruwa,anwaHkaraNa,Bs6,B,B
6756,Bogya,Awmani,Bs6,B,B
6757,sa,vinoxam,BvS,B,B
6758,vAk,cawurWI,Bs6,B,B
6759,sa,GqwaH,BvS,B,B
6760,paFca,rasAni,Bs6,B,B
6761,rakRaNa,viRaye,T6,T,T
6762,sa,romAMcam,BvS,B,B
6763,manxa,XIH,Bs6,B,B
6764,upa,BojyAH,A1,A,A
6765,mahaw,XUrwaH,K1,K,T
6766,SAswra,saMmohAw,T6,T,T
6767,SarA,Sari,Bsp,B,B
6768,saMGarRa,SIlAH,Bs6,B,B
6769,Apwa,kirItinam,Bs6,B,B
6770,vi,BUwiBiH,Tp,T,T
6771,gafgA,praBqwayaH,Bs6,B,B
6772,mahA,javEH,Bs6,B,B
6773,SuBa,nAmaXeya,K7,K,T
6774,SAnwa,cewasA,K1,K,T
6775,sa,sinXuvAraH,BvS,B,B
6776,sa,uxarA,BvS,B,B
6777,sa,Awafka,BvS,B,B
6778,AMgla,BARAm,K7,K,T
6779,iwi,AxiBi,Bs6,B,B
6780,sa,viRA,Bvs,B,B
6781,su,prasWAnAH,Bs6,B,B
6782,SreRTa,janeRu,K1,K,T
6783,xur,BAgyasya,Bvp,B,B
6784,wri,pAxikAyAm,Bs6,B,B
6785,Bavaw,pawnI,T6,T,T
6786,nir,viGna,Bvp,B,B
6787,sa,samBramam,BvS,B,B
6788,yaWA,ukwaM,A1,A,A
6789,nyaswa,musale,Bs7,B,B
6790,BAryyA,vivarjjiwaH,Bs3,B,B
6791,grAha,AxiByaH,Bs6,B,B
6792,priya,xarSanaH,Bs6,B,B
6793,nir,viGnam,Bvp,B,B
6794,cawuHRaRti,paxe,Km,K,T
6795,sa,anukroSaH,BvS,B,B
6796,wiwwira,kalmARAn,Bs6,B,B
6797,warRa,AwmakAw,Bs6,B,B
6798,kArya,niRTayA,T7,T,T
6799,anu,ciwam,Tp,T,T
6800,rAya,mahoxaya,K2,K,T
6801,anuvAka,hawA,T3,T,T
6802,Rat,qwu,Bs6,B,B
6803,rAjakula,vqwwAnwam,T6,T,T
6804,iwi,AxiBiH,Bs6,B,B
6805,SoNiwa,nimnagAsu,K5,K,T
6806,Pala,hewavaH,Bs6,B,B
6807,loBa,AviRtasya,T3,T,T
6808,Xqwa,jani,Bs3,B,B
6809,xqDa,vrawaH,Bs6,B,B
6810,pra,pUrNam,Tp,T,T
6811,sa,ceRtaH,Bvs,B,B
6812,xqRta,vikramAn,Bs6,B,B
6813,a,wiWIn,Bsmn,B,B
6814,saM,AhiwaH,Tg,T,T
6815,na,cEwanyam,Tn,T,T
6816,kqRNa,varNAH,Bs6,B,B
6817,svarNa,manxiram,K7,K,T
6818,amqwa,saMyukwaM,T3,T,T
6819,sammAna,samArohaH,T6,T,T
6820,nir,BIkaH,Bvp,B,B
6821,asura,niScayAn,Bs6,B,B
6822,sa,rawnaH,BvS,B,B
6823,wrE,vixyeByaH,Bs6,B,B
6824,haswi,mexaH,T6,T,T
6825,hanwu,kAmasya,Bs6,B,B
6826,vasumAna,prameyaH,Bs6,B,B
6827,jiwa,inxriyAn,Bs6,B,B
6828,XyAna,niScayaH,T7,T,T
6829,praWama,SreNyAH,K1,K,T
6830,prasava,AwmawA,Bs6,B,B
6831,BIwa,BIwaH,T5,T,T
6832,kAma,rUpam,Bs6,B,B
6833,yaWA,vqwwam,A1,A,A
6834,sa,wrAsam,BvS,B,B
6835,sva,kanxare,T6,T,T
6836,kaMxarpakewu,nAmnA,Bs6,B,B
6837,vana,praxeSaH,T6,T,T
6838,arWa,paraH,Bs6,B,B
6839,gopa,kanyakAH,T6,T,T
6840,niH,AwmavAn,Tp,T,T
6841,cAra,niwyAH,K1,K,T
6842,nAnASaswra,praharaNAH,Bs6,B,B
